device_key,display_name,family,idx,folder,backend,job_id,created,shots,unique_bitstrings,<Z^10>,|<Z^10>|,prediction,H[bits]_bits,mean_HW,readout_spread,xeb_linear_2n_Ep2,parity_even_frac,top_bitstring,test_index_ideal,true_label_ideal,test_index,true_label,ideal_Z_all_expectation,ideal_prediction,ideal_entropy_bits,ideal_linear_xeb_purity,ideal_top_bitstring,ideal_top_prob,ideal_mean_hamming,ideal_prediction_matches_label,has_ideal_ref,Z_err_empirical_minus_ideal,entropy_err_vs_ideal,purity_delta_hw_minus_ideal,correct_vs_true_label,correct_vs_ideal_prediction,circuit_idx,test_index_x,test_index_y
braket_tn1,Braket TN1 (Amazon sim),Braket sim,5,qvc_test_005,braket_tn1,braket_tn1_qvc_test_005,qvc_test_005.json,1000,81,0.408,0.408,1.0,3.913713349174,7.368,0.387,148.00896,0.704,1111111111,,,5.0,1.0,0.419941945724004,1,4.236196265285288,132.61543048039448,1111111111,0.2580189822853257,7.268996709084359,,True,-0.011941945724004,-0.3224829161112876,15.393529519605522,True,True,5,,
ionq_native_simulator,IonQ simulator (native cloud),IonQ native,5,qvc_test_005,ionq_native_simulator,ionq_native_simulator_qvc_test_005,20260707_084925Z/qvc_test_005.json,1024,75,0.4296875,0.4296875,1.0,3.9781930226787416,7.353515625,0.400390625,137.47265625,0.71484375,1111111111,,,,1.0,0.419941945724004,1,4.236196265285288,132.61543048039448,1111111111,0.2580189822853257,7.268996709084359,,True,0.0097455542759959,-0.2580032426065459,4.85722576960552,True,True,5,5.0,5.0
ionq_native_forte_1,IonQ Forte-1 (native cloud),IonQ native,5,qvc_test_005,ionq_native_forte_1,ionq_native_forte_1_qvc_test_005,20260707_084925Z/qvc_test_005.json,1025,109,0.2956097560975609,0.2956097560975609,1.0,4.621073280200238,7.204878048780488,0.3609756097560975,100.25429054134445,0.6478048780487805,1111111111,,,,1.0,0.419941945724004,1,4.236196265285288,132.61543048039448,1111111111,0.2580189822853257,7.268996709084359,,True,-0.124332189626443,0.3848770149149505,-32.36113993905005,True,True,5,5.0,5.0
ibm_fez,IBM Fez,IBM,6,fez_vqc_006,ibm_fez,d7vm7ddpa59c73b635h0,2026-05-09T16:41:25.923428Z,1024,110,-0.25390625,0.25390625,-1.0,4.376089122289179,5.46875,0.6328125,158.388671875,0.373046875,1110011000,,,6.0,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,0.2828311622211369,1.5627072151587202,-189.89084676852804,True,True,6,,
ibm_marrakesh,IBM Marrakesh,IBM,6,qvc_test_006,ibm_marrakesh,marrakesh_qvc_test_006,qvc_test_006.json,1024,72,-0.45703125,0.45703125,-1.0,3.3238160657739284,5.462890625,0.703125,279.435546875,0.271484375,1100111,,,6.0,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,0.0797061622211369,0.5104341586434695,-68.84397176852804,True,True,6,,
iqm_emerald,IQM Emerald (Braket),Braket,6,qvc_test_006,iqm_emerald,iqm_emerald_qvc_test_006,qvc_test_006.json,1024,145,-0.203125,0.203125,-1.0,4.89982471147405,5.390625,0.6728515625,123.716796875,0.3984375,1100111,,,6.0,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,0.3336124122211369,2.086442804343591,-224.56272176852804,True,True,6,,
iqm_garnet,IQM Garnet (Braket),Braket,6,qvc_test_006,iqm_garnet,iqm_garnet_qvc_test_006,qvc_test_006.json,1024,139,-0.291015625,0.291015625,-1.0,4.60533937810917,5.4990234375,0.6640625,150.978515625,0.3544921875,1100111,,,6.0,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,0.2457217872211369,1.7919574709787107,-197.30100301852804,True,True,6,,
rigetti_cepheus,Rigetti Cepheus (Braket),Braket,6,qvc_test_006,rigetti_cepheus,rigetti_cepheus_qvc_test_006,qvc_test_006.json,1024,319,-0.01953125,0.01953125,-1.0,7.340053426471004,6.736328125,0.39453125,12.66796875,0.490234375,1111111111,,,6.0,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,0.5172061622211369,4.526671519340544,-335.61154989352804,True,True,6,,
braket_sv1,Braket SV1 (Amazon sim),Braket sim,6,qvc_test_006,braket_sv1,braket_sv1_qvc_test_006,qvc_test_006.json,1024,51,-0.54296875,0.54296875,-1.0,2.71082331274429,5.33984375,0.76171875,359.380859375,0.228515625,1100111,,,6.0,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,-0.006231337778863,-0.1025585943861688,11.101340731471964,True,True,6,,
braket_tn1,Braket TN1 (Amazon sim),Braket sim,6,qvc_test_006,braket_tn1,braket_tn1_qvc_test_006,qvc_test_006.json,1000,50,-0.526,0.526,-1.0,2.8098798522992743,5.397,0.7549999999999999,337.774592,0.237,1100111,,,6.0,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,0.0107374122211368,-0.0035020548311845,-10.504926643528051,True,True,6,,
ionq_native_simulator,IonQ simulator (native cloud),IonQ native,6,qvc_test_006,ionq_native_simulator,ionq_native_simulator_qvc_test_006,20260707_084925Z/qvc_test_006.json,1024,55,-0.53125,0.53125,-1.0,2.8644343110458714,5.4296875,0.744140625,326.83984375,0.234375,1100111,,,,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,0.0054874122211369,0.0510524039154125,-21.43967489352804,True,True,6,6.0,6.0
ionq_native_forte_1,IonQ Forte-1 (native cloud),IonQ native,6,qvc_test_006,ionq_native_forte_1,ionq_native_forte_1_qvc_test_006,20260707_084925Z/qvc_test_006.json,1024,77,-0.50390625,0.50390625,-1.0,3.254029376204176,5.40234375,0.736328125,304.302734375,0.248046875,1100111,,,,-1.0,-0.5367374122211369,-1,2.813381907130459,348.27951864352804,1100111,0.567583592306259,5.392072774041349,,True,0.0328311622211369,0.440647469073717,-43.97678426852804,True,True,6,6.0,6.0
ibm_kingston,IBM Kingston,IBM,7,vqc_ibm_kingston_07,ibm_kingston,d7nkq2q94dqs73ev6slg,2026-04-27T11:48:27.173505Z,1024,116,0.361328125,0.361328125,1.0,4.586488668984657,7.2392578125,0.3544921875,108.044921875,0.6806640625,1111111111,7.0,1.0,7.0,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,True,True,0.0956502776394981,-1.4734495439684618,69.37317771200465,True,True,7,,
ibm_fez,IBM Fez,IBM,7,fez_vqc_007,ibm_fez,d7vm9f5pa59c73b6383g,2026-05-09T16:45:48.87176Z,1024,249,0.138671875,0.138671875,1.0,6.6851963001892365,6.2353515625,0.427734375,22.435546875,0.5693359375,1110111101,,,7.0,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.1270059723605018,0.6252580872361175,-16.236197287995353,True,True,7,,
ibm_marrakesh,IBM Marrakesh,IBM,7,qvc_test_007,ibm_marrakesh,marrakesh_qvc_test_007,qvc_test_007.json,1024,192,0.173828125,0.173828125,1.0,6.227901395238479,6.2763671875,0.4765625,28.833984375,0.5869140625,1011110111,,,7.0,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.0918497223605018,0.1679631822853604,-9.837759787995353,True,True,7,,
iqm_emerald,IQM Emerald (Braket),Braket,7,qvc_test_007,iqm_emerald,iqm_emerald_qvc_test_007,qvc_test_007.json,1024,302,0.015625,0.015625,1.0,7.257872640326893,6.005859375,0.375,12.490234375,0.5078125,1011110111,,,7.0,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.2500528473605019,1.1979344273737738,-26.181509787995356,True,True,7,,
iqm_garnet,IQM Garnet (Braket),Braket,7,qvc_test_007,iqm_garnet,iqm_garnet_qvc_test_007,qvc_test_007.json,1024,256,0.068359375,0.068359375,1.0,6.913664434237118,6.1162109375,0.423828125,17.22265625,0.5341796875,100110111,,,7.0,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.1973184723605018,0.8537262212839991,-21.449087912995356,True,True,7,,
rigetti_cepheus,Rigetti Cepheus (Braket),Braket,7,qvc_test_007,rigetti_cepheus,rigetti_cepheus_qvc_test_007,qvc_test_007.json,1024,366,0.033203125,0.033203125,1.0,7.775896714900031,6.7919921875,0.3564453125,8.544921875,0.5166015625,1111111111,,,7.0,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.2324747223605018,1.715958501946912,-30.126822287995356,True,True,7,,
braket_sv1,Braket SV1 (Amazon sim),Braket sim,7,qvc_test_007,braket_sv1,braket_sv1_qvc_test_007,qvc_test_007.json,1024,160,0.248046875,0.248046875,1.0,5.839082464249936,6.4443359375,0.474609375,36.775390625,0.6240234375,1011110111,,,7.0,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.0176309723605018,-0.2208557487031832,-1.896353537995353,True,True,7,,
braket_tn1,Braket TN1 (Amazon sim),Braket sim,7,qvc_test_007,braket_tn1,braket_tn1_qvc_test_007,qvc_test_007.json,1000,164,0.244,0.244,1.0,5.816058997552227,6.412,0.455,38.213632,0.622,100110111,,,7.0,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.0216778473605018,-0.2438792154008915,-0.4581121629953557,True,True,7,,
ionq_native_simulator,IonQ simulator (native cloud),IonQ native,7,qvc_test_007,ionq_native_simulator,ionq_native_simulator_qvc_test_007,20260707_084925Z/qvc_test_007.json,1024,166,0.244140625,0.244140625,1.0,5.8591867675840845,6.4052734375,0.462890625,37.759765625,0.6220703125,1011110111,,,,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.0215372223605018,-0.2007514453690344,-0.9119785379953528,True,True,7,7.0,7.0
ionq_native_forte_1,IonQ Forte-1 (native cloud),IonQ native,7,qvc_test_007,ionq_native_forte_1,ionq_native_forte_1_qvc_test_007,20260707_084925Z/qvc_test_007.json,1025,190,0.2253658536585366,0.2253658536585366,1.0,6.12000536695877,6.422439024390244,0.4731707317073171,32.57989101725164,0.6126829268292683,100110111,,,,1.0,0.2656778473605019,1,6.059938212953119,38.67174416299535,1011110111,0.093567936884009,6.454209722402489,,True,-0.0403119937019652,0.0600671540056509,-6.091853145743713,True,True,7,7.0,7.0
ibm_kingston,IBM Kingston,IBM,8,vqc_ibm_kingston_08,ibm_kingston,d7nld9294dqs73ev7g60,2026-04-27T12:29:24.396328Z,1024,85,-0.369140625,0.369140625,-1.0,3.692382116902956,5.5341796875,0.6826171875,229.712890625,0.3154296875,1110011000,8.0,-1.0,8.0,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,True,True,-0.0669645963069525,-1.2543909375028628,149.11161220419513,True,True,8,,
ibm_fez,IBM Fez,IBM,8,fez_vqc_008,ibm_fez,d7vm83tpa59c73b636c0,2026-05-09T16:42:55.279634Z,1024,175,-0.123046875,0.123046875,-1.0,5.846133918761493,5.5029296875,0.583984375,43.38671875,0.4384765625,1010010011,,,8.0,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,0.1791291536930475,0.8993608643556739,-37.21455967080489,True,True,8,,
ibm_marrakesh,IBM Marrakesh,IBM,8,qvc_test_008,ibm_marrakesh,marrakesh_qvc_test_008,qvc_test_008.json,1024,135,-0.2890625,0.2890625,-1.0,5.155092787888959,5.662109375,0.6904296875,66.62109375,0.35546875,1100100101,,,8.0,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,0.0131135286930474,0.2083197334831403,-13.980184670804888,True,True,8,,
iqm_emerald,IQM Emerald (Braket),Braket,8,qvc_test_008,iqm_emerald,iqm_emerald_qvc_test_008,qvc_test_008.json,1024,206,-0.138671875,0.138671875,-1.0,6.071676513727726,5.4287109375,0.650390625,41.65625,0.4306640625,1100100101,,,8.0,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,0.1635041536930475,1.1249034593219074,-38.94502842080489,True,True,8,,
iqm_garnet,IQM Garnet (Braket),Braket,8,qvc_test_008,iqm_garnet,iqm_garnet_qvc_test_008,qvc_test_008.json,1024,179,-0.1875,0.1875,-1.0,5.68438884264983,5.474609375,0.6591796875,52.267578125,0.40625,1100100101,,,8.0,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,0.1146760286930475,0.7376157882440113,-28.33370029580489,True,True,8,,
rigetti_cepheus,Rigetti Cepheus (Braket),Braket,8,qvc_test_008,rigetti_cepheus,rigetti_cepheus_qvc_test_008,qvc_test_008.json,1024,383,-0.048828125,0.048828125,-1.0,7.881848293022705,6.1103515625,0.4013671875,7.072265625,0.4755859375,1110111111,,,8.0,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,0.2533479036930475,2.9350752386168866,-73.52901279580489,True,True,8,,
braket_sv1,Braket SV1 (Amazon sim),Braket sim,8,qvc_test_008,braket_sv1,braket_sv1_qvc_test_008,qvc_test_008.json,1024,114,-0.30859375,0.30859375,-1.0,4.745361999380849,5.61328125,0.6826171875,83.736328125,0.345703125,1100100101,,,8.0,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,-0.0064177213069525,-0.2014110550249697,3.1350497041951115,True,True,8,,
braket_tn1,Braket TN1 (Amazon sim),Braket sim,8,qvc_test_008,braket_tn1,braket_tn1_qvc_test_008,qvc_test_008.json,1000,111,-0.314,0.314,-1.0,4.832947520440846,5.633,0.69,80.76492800000001,0.343,1100100101,,,8.0,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,-0.0118239713069525,-0.1138255339649729,0.1636495791951233,True,True,8,,
ionq_native_simulator,IonQ simulator (native cloud),IonQ native,8,qvc_test_008,ionq_native_simulator,ionq_native_simulator_qvc_test_008,20260707_084925Z/qvc_test_008.json,1024,104,-0.310546875,0.310546875,-1.0,4.7301844442007415,5.6279296875,0.6787109375,84.02734375,0.3447265625,1100100101,,,,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,-0.0083708463069525,-0.2165886102050773,3.4260653291951115,True,True,8,8.0,8.0
ionq_native_forte_1,IonQ Forte-1 (native cloud),IonQ native,8,qvc_test_008,ionq_native_forte_1,ionq_native_forte_1_qvc_test_008,20260707_084925Z/qvc_test_008.json,1025,140,-0.2468292682926829,0.2468292682926829,-1.0,5.257254679412639,5.679024390243902,0.6673170731707316,62.91514479476501,0.3765853658536585,1100100101,,,,-1.0,-0.3021760286930475,-1,4.946773054405819,80.60127842080489,1100100101,0.1809518946358974,5.643040752065323,,True,0.0553467604003645,0.3104816250068198,-17.686133626039876,True,True,8,8.0,8.0
ibm_kingston,IBM Kingston,IBM,9,vqc_ibm_kingston_09,ibm_kingston,d7nlegu2jamc73bokk20,2026-04-27T12:32:03.123321Z,1024,135,-0.298828125,0.298828125,-1.0,5.1606892304900285,5.2041015625,0.724609375,71.923828125,0.3505859375,1010010011,9.0,-1.0,9.0,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,True,True,0.17192874674264,0.4036338927001051,-28.07373664623968,True,True,9,,
ibm_fez,IBM Fez,IBM,9,fez_vqc_009,ibm_fez,d7vm8fkinasc738u91s0,2026-05-09T16:43:42.287128Z,1024,185,-0.236328125,0.236328125,-1.0,5.751924959184264,5.1416015625,0.6904296875,53.58203125,0.3818359375,1010010011,,,9.0,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,,True,0.23442874674264,0.9948696213943408,-46.41553352123968,True,True,9,,
ibm_marrakesh,IBM Marrakesh,IBM,9,qvc_test_009,ibm_marrakesh,marrakesh_qvc_test_009,qvc_test_009.json,1024,129,-0.4453125,0.4453125,-1.0,5.0182773428391965,5.3046875,0.7607421875,76.619140625,0.27734375,1100100101,,,9.0,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,,True,0.02544437174264,0.261222005049273,-23.37842414623968,True,True,9,,
iqm_emerald,IQM Emerald (Braket),Braket,9,qvc_test_009,iqm_emerald,iqm_emerald_qvc_test_009,qvc_test_009.json,1024,202,-0.255859375,0.255859375,-1.0,5.887911805392692,5.1884765625,0.6806640625,48.595703125,0.3720703125,1100100101,,,9.0,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,,True,0.21489749674264,1.1308564676027686,-51.40186164623968,True,True,9,,
rigetti_cepheus,Rigetti Cepheus (Braket),Braket,9,qvc_test_009,rigetti_cepheus,rigetti_cepheus_qvc_test_009,qvc_test_009.json,1024,305,0.025390625,0.025390625,1.0,7.237591434342739,5.7919921875,0.4541015625,13.18359375,0.5126953125,1010100101,,,9.0,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,,True,0.4961474967426401,2.480536096552817,-86.81397102123968,False,False,9,,
braket_sv1,Braket SV1 (Amazon sim),Braket sim,9,qvc_test_009,braket_sv1,braket_sv1_qvc_test_009,qvc_test_009.json,1024,93,-0.462890625,0.462890625,-1.0,4.527044600717816,5.1806640625,0.7822265625,103.302734375,0.2685546875,1100100101,,,9.0,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,,True,0.00786624674264,-0.2300107370721074,3.3051696037603198,True,True,9,,
braket_tn1,Braket TN1 (Amazon sim),Braket sim,9,qvc_test_009,braket_tn1,braket_tn1_qvc_test_009,qvc_test_009.json,1000,104,-0.458,0.458,-1.0,4.661751000112492,5.183,0.764,95.166464,0.271,1100100101,,,9.0,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,,True,0.01275687174264,-0.0953043376774314,-4.831100771239676,True,True,9,,
ionq_native_simulator,IonQ simulator (native cloud),IonQ native,9,qvc_test_009,ionq_native_simulator,ionq_native_simulator_qvc_test_009,20260707_084925Z/qvc_test_009.json,1024,96,-0.44921875,0.44921875,-1.0,4.565595591769786,5.19921875,0.7412109375,103.3515625,0.275390625,1100100101,,,,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,,True,0.02153812174264,-0.1914597460201372,3.3539977287603198,True,True,9,9.0,9.0
ionq_native_forte_1,IonQ Forte-1 (native cloud),IonQ native,9,qvc_test_009,ionq_native_forte_1,ionq_native_forte_1_qvc_test_009,20260707_084925Z/qvc_test_009.json,1025,130,-0.4419512195121951,0.4419512195121951,-1.0,4.934758735887731,5.286829268292683,0.7726829268292682,83.35762046400951,0.2790243902439024,1100100101,,,,-1.0,-0.4707568717426401,-1,4.757055337789923,99.99756477123968,1100100101,0.2500068122958544,5.24689909672294,,True,0.0288056522304449,0.1777033980978073,-16.639944307230166,True,True,9,9.0,9.0
ibm_kingston,IBM Kingston,IBM,10,vqc_ibm_kingston_10,ibm_kingston,d7nleo2k4prs73dse640,2026-04-27T12:32:32.586344Z,1024,118,0.296875,0.296875,1.0,5.06022621647415,4.5703125,0.787109375,69.04296875,0.6484375,1001110000,10.0,1.0,10.0,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,True,True,-0.1456881436468678,0.3084381061240275,-19.99179590189638,True,True,10,,
ibm_fez,IBM Fez,IBM,10,fez_vqc_010,ibm_fez,d7vm8t7mrars73d8cfp0,2026-05-09T16:44:36.398193Z,1024,171,0.25390625,0.25390625,1.0,5.721177256131973,4.6640625,0.7041015625,47.908203125,0.626953125,1001110000,,,10.0,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,-0.1886568936468678,0.9693891457818512,-41.12656152689638,True,True,10,,
ibm_marrakesh,IBM Marrakesh,IBM,10,qvc_test_010,ibm_marrakesh,marrakesh_qvc_test_010,qvc_test_010.json,1024,121,0.3359375,0.3359375,1.0,5.002759401290499,4.603515625,0.748046875,72.873046875,0.66796875,1100111001,,,10.0,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,-0.1066256436468678,0.2509712909403765,-16.16171777689638,True,True,10,,
iqm_emerald,IQM Emerald (Braket),Braket,10,qvc_test_010,iqm_emerald,iqm_emerald_qvc_test_010,qvc_test_010.json,1024,203,0.193359375,0.193359375,1.0,5.978686539020464,4.5458984375,0.70703125,42.771484375,0.5966796875,111001,,,10.0,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,-0.2492037686468678,1.2268984286703413,-46.26328027689638,True,True,10,,
iqm_garnet,IQM Garnet (Braket),Braket,10,qvc_test_010,iqm_garnet,iqm_garnet_qvc_test_010,qvc_test_010.json,1024,182,0.158203125,0.158203125,1.0,5.8351569275204325,4.6025390625,0.7431640625,44.130859375,0.5791015625,1100111001,,,10.0,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,-0.2843600186468679,1.0833688171703102,-44.90390527689638,True,True,10,,
rigetti_cepheus,Rigetti Cepheus (Braket),Braket,10,qvc_test_010,rigetti_cepheus,rigetti_cepheus_qvc_test_010,qvc_test_010.json,1024,352,0.046875,0.046875,1.0,7.611758335709249,5.810546875,0.546875,9.7890625,0.5234375,1110111111,,,10.0,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,-0.3956881436468679,2.8599702253591266,-79.24570215189638,True,True,10,,
braket_sv1,Braket SV1 (Amazon sim),Braket sim,10,qvc_test_010,braket_sv1,braket_sv1_qvc_test_010,qvc_test_010.json,1024,101,0.466796875,0.466796875,1.0,4.565692294467551,4.6162109375,0.7919921875,90.109375,0.7333984375,1100111001,,,10.0,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,0.0242337313531321,-0.1860958158825711,1.0746103481036189,True,True,10,,
braket_tn1,Braket TN1 (Amazon sim),Braket sim,10,qvc_test_010,braket_tn1,braket_tn1_qvc_test_010,qvc_test_010.json,1000,106,0.42,0.42,1.0,4.637962013881201,4.562,0.799,87.621632,0.71,111001,,,10.0,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,-0.0225631436468679,-0.1138260964689212,-1.413132651896376,True,True,10,,
ionq_native_simulator,IonQ simulator (native cloud),IonQ native,10,qvc_test_010,ionq_native_simulator,ionq_native_simulator_qvc_test_010,20260707_084925Z/qvc_test_010.json,1024,108,0.482421875,0.482421875,1.0,4.595138796166915,4.5869140625,0.78515625,90.5546875,0.7412109375,1100111001,,,,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,0.0398587313531321,-0.1566493141832072,1.5199228481036189,True,True,10,10.0,10.0
ionq_native_forte_1,IonQ Forte-1 (native cloud),IonQ native,10,qvc_test_010,ionq_native_forte_1,ionq_native_forte_1_qvc_test_010,20260707_084925Z/qvc_test_010.json,1025,126,0.3834146341463414,0.3834146341463414,1.0,4.949109922471379,4.604878048780488,0.7697560975609756,75.79037620464004,0.6917073170731707,1100111001,,,,1.0,0.4425631436468679,1,4.751788110350122,89.03476465189638,1100111001,0.1578231730402821,4.562411567740907,,True,-0.0591485095005264,0.197321812121257,-13.24438844725634,True,True,10,10.0,10.0
